breed_slug,file,source,source_url,author,license,license_url,width,height,downloaded_at
labradoodle,ld_2.jpg,Pexels,https://www.pexels.com/photo/joyful-golden-labradoodle-in-sunlit-park-30279211/,Karl Byron,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
labradoodle,ld_3.jpg,Pexels,https://www.pexels.com/photo/two-labradoodles-on-leashes-27035105/,Chris F,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
labradoodle,ld_4.jpg,Pexels,https://www.pexels.com/photo/photo-of-a-brown-labradoodle-dog-11941915/,Julissa Pires,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
labradoodle,ld_5.jpg,Pexels,https://www.pexels.com/photo/cute-labradoodle-sitting-on-sunny-lawn-37490809/,Catherine Dempsey,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
labrador-retriever,lr_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
labrador-retriever,lr_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
labrador-retriever,lr_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
labrador-retriever,lr_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
labrador-retriever,lr_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
maine-coon,mc_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
maine-coon,mc_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
maine-coon,mc_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
maine-coon,mc_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
maine-coon,mc_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
maltese,maltese_1.jpg,Pexels,https://www.pexels.com/photo/maltese-dog-on-leash-23542118/,Mladen Scekic,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
maltese,maltese_2.jpg,Pexels,https://www.pexels.com/photo/white-maltese-dog-26201109/,Izafi,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
maltese,maltese_3.jpg,Pexels,https://www.pexels.com/photo/adorable-maltese-dog-on-textured-pavement-35447898/,Jevtajevtic7,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
maltese,maltese_4.jpg,Pexels,https://www.pexels.com/photo/adorable-maltese-dog-relaxing-on-lawn-28959770/,Raul Captura,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
maltese,maltese_5.jpg,Pexels,https://www.pexels.com/photo/close-up-of-white-maltese-dog-being-held-31848853/,Alina Zahorulko,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
mastiff,mastiff_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
mastiff,mastiff_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
mastiff,mastiff_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
mastiff,mastiff_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
mastiff,mastiff_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
miniature-schnauzer,ms_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
miniature-schnauzer,ms_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
miniature-schnauzer,ms_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
miniature-schnauzer,ms_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
miniature-schnauzer,ms_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
munchkin,munchkin_1.jpg,Pexels,https://www.pexels.com/photo/shallow-focus-photography-of-cat-2286016/,Tran Mau Tri Tam,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
munchkin,munchkin_2.jpg,Pexels,https://www.pexels.com/photo/cute-munchkin-cat-on-the-sofa-4971355/,Tran Mau Tri Tam,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
munchkin,munchkin_3.jpg,Pexels,https://www.pexels.com/photo/a-white-munchkin-cat-on-a-rug-in-a-living-room-15989368/,Tahir Osman,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
munchkin,munchkin_4.jpg,Pexels,https://www.pexels.com/photo/gray-tabby-kitten-on-a-white-surface-2194416/,Tran Mau Tri Tam,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
munchkin,munchkin_5.jpg,Pexels,https://www.pexels.com/photo/a-cute-cat-on-the-table-5044088/,Tran Mau Tri Tam,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
newfoundland,newfoundland_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
newfoundland,newfoundland_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
newfoundland,newfoundland_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
newfoundland,newfoundland_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
newfoundland,newfoundland_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
norwegian-forest-cat,nfc_1.jpg,Pexels,https://www.pexels.com/photo/majestic-norwegian-forest-cat-in-vibrant-spring-garden-31739872/,Danniel Corbit,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
norwegian-forest-cat,nfc_2.jpg,Pexels,https://www.pexels.com/photo/majestic-fluffy-cat-with-white-and-brown-fur-32063367/,Travis Ireland,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
norwegian-forest-cat,nfc_3.jpg,Pexels,https://www.pexels.com/photo/majestic-norwegian-forest-cat-in-lush-meadow-31739898/,Danniel Corbit,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
norwegian-forest-cat,nfc_4.jpg,Pexels,https://www.pexels.com/photo/cat-in-a-forest-18266238/,Danniel Corbit,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
norwegian-forest-cat,nfc_5.jpg,Pexels,https://www.pexels.com/photo/fluffy-white-and-brown-cat-relaxing-outdoors-32063369/,Travis Ireland,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
persian,persian_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
persian,persian_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
persian,persian_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
persian,persian_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
persian,persian_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pitbull,pitbull_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pitbull,pitbull_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pitbull,pitbull_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pitbull,pitbull_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pitbull,pitbull_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pomeranian,pomeranian_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pomeranian,pomeranian_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pomeranian,pomeranian_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pomeranian,pomeranian_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pomeranian,pomeranian_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
poodle,poodle_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
poodle,poodle_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
poodle,poodle_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
poodle,poodle_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
poodle,poodle_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pug,pug_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pug,pug_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pug,pug_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pug,pug_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
pug,pug_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
ragdoll,ragdoll_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
ragdoll,ragdoll_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
ragdoll,ragdoll_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
ragdoll,ragdoll_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
ragdoll,ragdoll_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
rottweiler,rottweiler_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
rottweiler,rottweiler_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
rottweiler,rottweiler_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
rottweiler,rottweiler_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
rottweiler,rottweiler_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
russian-blue,rb_1.jpg,Pexels,https://www.pexels.com/photo/close-up-shot-of-a-russian-gray-cat-8810701/,Belen Capello,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
russian-blue,rb_2.jpg,Pexels,https://www.pexels.com/photo/close-up-shot-of-a-russian-gray-cat-lying-down-8810686/,Belen Capello,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
russian-blue,rb_3.jpg,Pexels,https://www.pexels.com/photo/close-up-shot-of-a-russian-blue-cat-lying-down-5864514/,Toni Tan,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
russian-blue,rb_4.jpg,Pexels,https://www.pexels.com/photo/russian-blue-cat-near-green-leaves-13604939/,Dios Ajandy,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
russian-blue,rb_5.png,Pexels,https://www.pexels.com/photo/elegant-gray-cat-resting-on-a-sofa-indoors-32890491/,Honye Sanges,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
saint-bernard,sb_1.jpg,Pexels,https://www.pexels.com/photo/saint-bernard-lying-on-a-grassy-field-6072009/,Katerina,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
saint-bernard,sb_2.jpg,Pexels,https://www.pexels.com/photo/close-up-of-bernhardiner-dog-10253852/,Silvi,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
saint-bernard,sb_3.jpg,Pexels,https://www.pexels.com/photo/a-close-up-shot-of-a-saint-bernard-dog-12345219/,Ron Graham Becker,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
saint-bernard,sb_4.jpg,Pexels,https://www.pexels.com/photo/st-bernard-dog-walking-on-the-grass-19201777/,Kelly,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
saint-bernard,sb_5.jpg,Pexels,https://www.pexels.com/photo/saint-bernard-dog-on-snow-covered-ground-6721024/,Katerina,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
savannah-cat,sav_1.jpg,Pexels,https://www.pexels.com/photo/relaxed-savannah-cat-lying-on-floor-indoors-31231397/,Pinkinesss,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
savannah-cat,sav_2.jpg,Pexels,https://www.pexels.com/photo/close-up-of-a-serval-cat-in-natural-habitat-28926641/,kl47,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
savannah-cat,sav_3.jpg,Pexels,https://www.pexels.com/photo/a-serval-sitting-on-the-ground-25956283/,Molnar Tamas Photography,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
savannah-cat,sav_4.jpg,Pexels,https://www.pexels.com/photo/serene-serval-resting-in-lush-greenery-31651302/,guvo59,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
savannah-cat,sav_5.jpg,Pexels,https://www.pexels.com/photo/a-serval-in-a-zoo-25956267/,Molnar Tamas Photography,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
scottish-fold,sf_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
scottish-fold,sf_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
scottish-fold,sf_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
scottish-fold,sf_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
scottish-fold,sf_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
shiba-inu,si_1.jpg,Pexels,https://www.pexels.com/photo/portrait-of-a-shiba-dog-15585112/,Ekaterina Lukyanenko,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
shiba-inu,si_2.jpg,Pexels,https://www.pexels.com/photo/shiba-inu-dog-on-leash-in-fall-park-setting-37348538/,Ferry Chenille,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
shiba-inu,si_3.jpg,Pexels,https://www.pexels.com/photo/portrait-of-smiling-dog-16730750/,Refargotohp,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
shiba-inu,si_4.jpg,Pexels,https://www.pexels.com/photo/photo-of-a-brown-and-white-shiba-inu-dog-11043684/,Mikky K,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
shiba-inu,si_5.jpg,Pexels,https://www.pexels.com/photo/close-up-shot-of-a-shiba-inu-10670323/,Matyas Varga,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
shih-tzu,st_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
shih-tzu,st_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
shih-tzu,st_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
shih-tzu,st_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
shih-tzu,st_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siamese,siamese_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siamese,siamese_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siamese,siamese_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siamese,siamese_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siamese,siamese_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siberian-husky,sh_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siberian-husky,sh_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siberian-husky,sh_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siberian-husky,sh_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
siberian-husky,sh_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
sphynx,sphynx_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
sphynx,sphynx_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
sphynx,sphynx_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
sphynx,sphynx_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
sphynx,sphynx_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
vizsla,vizsla_1.jpg,Pexels,https://www.pexels.com/photo/brown-short-coat-dog-outdoor-2304910/,Alex Qian,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
vizsla,vizsla_2.jpg,Pexels,https://www.pexels.com/photo/adorable-vizsla-dog-12568425/,Dale Heins,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
vizsla,vizsla_3.jpg,Pexels,https://www.pexels.com/photo/close-up-of-a-vizsla-dog-in-natural-light-36530587/,Willians Huerta,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
vizsla,vizsla_4.jpg,Pexels,https://www.pexels.com/photo/a-dog-on-the-snow-1777473/,Jozef Feher,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
vizsla,vizsla_5.jpg,Pexels,https://www.pexels.com/photo/two-dogs-enjoying-a-sunny-day-outdoors-36007541/,Nina Kvaltinova,"Pexels License (free for commercial use, attribution appreciated)",https://www.pexels.com/license/,,,
yorkshire-terrier,yt_1.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
yorkshire-terrier,yt_2.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
yorkshire-terrier,yt_3.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
yorkshire-terrier,yt_4.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
yorkshire-terrier,yt_5.jpg,Free Stock (Pexels/Unsplash/Pixabay/Rawpixel),,,,,,,
